# This file was produced by samtools stats (1.11+htslib-1.11) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -d 06_recalBases/bam/APOE_3M_4.FCHJKY5BBXX_L1_IGATCAG.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	89a5bffd	5d653870	7b0bb0ef
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	93180427
SN	filtered sequences:	29483867
SN	sequences:	63696560
SN	is sorted:	1
SN	1st fragments:	31848280
SN	last fragments:	31848280
SN	reads mapped:	63696560
SN	reads mapped and paired:	63696560	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	63696560	# proper-pair bit set
SN	reads paired:	63696560	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	250344	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	10656992
SN	total length:	3248080679	# ignores clipping
SN	total first fragment length:	1624042186	# ignores clipping
SN	total last fragment length:	1624038493	# ignores clipping
SN	bases mapped:	3248080679	# ignores clipping
SN	bases mapped (cigar):	3235528793	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	0	# from NM fields
SN	error rate:	0.000000e+00	# mismatches / bases mapped (cigar)
SN	average length:	50
SN	average first fragment length:	51
SN	average last fragment length:	51
SN	maximum length:	51
SN	maximum first fragment length:	51
SN	maximum last fragment length:	51
SN	average quality:	35.6
SN	insert size average:	1439.2
SN	insert size standard deviation:	2323.3
SN	inward oriented pairs:	35919048
SN	outward oriented pairs:	15638
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	108122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413034	0	0	0	0	0	0	0	0	695022	0	0	0	0	0	0	0	0	0	0	0	0	30632102	0	0	0	0
FFQ	2	0	0	19604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19691	24386	61821	26296	19802	16365	106439	107230	91518	32035	0	39153	0	91354	46021	25363	113239	186549	50084	158644	0	1776866	23	1419981	388426	3329050	6030339	0	2659135	4355382	6289516	4363968	0
FFQ	3	0	0	0	0	0	0	0	0	0	0	0	0	0	12273	984233	70537	261649	113225	626891	313828	2331483	3495036	721551	4403722	1784793	4657050	536445	4364064	3935920	1505111	1730469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	4	0	0	0	0	0	0	0	0	0	0	0	0	0	9123	12009	1286576	25935	112549	68995	266353	168093	3066700	2605973	952770	3418485	746867	4592081	339339	3858329	5755759	2338945	2223399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	5	0	0	20	0	0	0	0	0	0	0	0	0	0	6794	12023	42969	933577	17963	96338	74278	162839	106699	2749936	1859868	1446308	3430285	511886	4009572	260609	3770415	7124122	2535141	2696638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2692	12745	44448	11109	24331	10011	139241	97251	55651	89953	641827	69089	552104	2211610	5315276	13856963	6281996	568454	55499	483145	657416	375413	292056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	7	0	0	0	0	0	0	0	0	0	0	0	0	2622	7709	48527	10245	17777	10729	63299	57392	31053	5868	0	39434	59274	31717	2573	157273	95527	590688	429123	208004	2102997	7635074	13836084	4996169	0	414563	667489	180239	146831	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	8	0	0	0	0	0	0	0	0	0	0	0	0	2813	7441	46814	8116	32496	6969	51209	43455	22258	8164	0	45641	60386	28855	4218	171874	65507	681325	458321	196059	1642051	8322924	11689519	7022086	0	578109	425338	142500	83832	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	9	0	0	730	0	0	0	0	0	0	0	0	0	3707	7880	40933	8310	21985	7577	58110	46544	30411	7784	0	30075	82292	39782	3962	131461	75704	106915	1224914	238457	306493	2179874	7333823	12682431	6037815	411369	472713	142498	113731	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	10	0	0	0	0	0	0	0	0	0	0	0	0	3128	5306	32047	9734	25725	9171	57103	43858	22253	10009	0	3159	35205	79330	12754	85234	104795	72695	935490	187034	246913	2089695	6926100	11505621	8050225	0	438555	496161	224062	136918	0	0	0	0	0	0	0	0	0	0	0	0
